CCSS Code,CCSS Standard,Mapped Framework,Mapped Code,Mapped Standard / Benchmark
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",TEKS,TEKS.ELAR.E3.11(I),"(I) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results."
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",TEKS,TEKS.ELAR.E3.9(E),(E) publish written work for appropriate audiences.
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BEST,BEST.ELA.11.C.5.1,Create digital presentations to improve the experience of the audience.
CCSS.W.11-12.6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.",BEST,BEST.ELA.K12.EE.6.1,Use appropriate voice and tone when speaking or writing.
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.5,Make judgments based on criteria and standards
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.5.2,"Detecting inconsistencies between a product and external criteria, determining whether a product has external consistency; detecting the appropriateness of a procedure for a given problem"
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(A),(A) develop questions for formal and informal inquiry
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(B),(B) critique the research process at each step to implement changes as needs occur and are identified
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(C),(C) develop and revise a plan
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(D),(D) modify the major research question as necessary to refocus the research plan
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(E),(E) locate relevant sources
CCSS.W.11-12.7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.",TEKS,TEKS.ELAR.E3.11(F),(F) synthesize information from a variety of sources
