ccss_code,ccss_description,grade,framework,framework_code,framework_description,framework_tag,framework_strand,framework_substrand
CCSS.W.4.1,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",4,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.4.1,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",4,BEST,BEST.ELA.4.C.1.3,"Write to make a claim supporting a perspective with logical reasons, using evidence from multiple sources, elaboration, and an organizational structure with transitions.",,Communicating Through Writing,Argumentative Writing
CCSS.W.4.1,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",4,TEKS,TEKS.ELAR.4.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.4.1.A,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose.",4,BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria,Generating,,
CCSS.W.4.1.A,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose.",4,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.4.1.A,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose.",4,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.4.1.A,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose.",4,BEST,BEST.ELA.4.C.1.3,"Write to make a claim supporting a perspective with logical reasons, using evidence from multiple sources, elaboration, and an organizational structure with transitions.",,Communicating Through Writing,Argumentative Writing
CCSS.W.4.1.A,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose.",4,TEKS,TEKS.ELAR.4.11(B)(i),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction, transitions, and a conclusion; and",,,
CCSS.W.4.1.A,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose.",4,TEKS,TEKS.ELAR.4.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.4.1.B,Provide reasons that are supported by facts and details.,4,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle,Exemplifying,,
CCSS.W.4.1.B,Provide reasons that are supported by facts and details.,4,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.4.1.B,Provide reasons that are supported by facts and details.,4,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.4.1.B,Provide reasons that are supported by facts and details.,4,BEST,BEST.ELA.4.C.1.3,"Write to make a claim supporting a perspective with logical reasons, using evidence from multiple sources, elaboration, and an organizational structure with transitions.",,Communicating Through Writing,Argumentative Writing
CCSS.W.4.1.B,Provide reasons that are supported by facts and details.,4,TEKS,TEKS.ELAR.4.11(B)(ii),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(ii) developing an engaging idea with relevant details;",,,
CCSS.W.4.1.B,Provide reasons that are supported by facts and details.,4,TEKS,TEKS.ELAR.4.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.4.1.C,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",4,BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure,Organizing,,
CCSS.W.4.1.C,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",4,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.4.1.C,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",4,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.4.1.C,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",4,BEST,BEST.ELA.4.C.1.3,"Write to make a claim supporting a perspective with logical reasons, using evidence from multiple sources, elaboration, and an organizational structure with transitions.",,Communicating Through Writing,Argumentative Writing
CCSS.W.4.1.C,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",4,TEKS,TEKS.ELAR.4.11(C),"(C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity;",,,
CCSS.W.4.1.C,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",4,TEKS,TEKS.ELAR.4.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.4.1.D,Provide a concluding statement or section related to the opinion presented.,4,BLOOM,BLOOM.2.4,Abstracting a general theme or major point(s),Summarizing,,
CCSS.W.4.1.D,Provide a concluding statement or section related to the opinion presented.,4,BLOOM,BLOOM.6,Put elements together to form a coherent or functional whole; reorganize elements into a new pattern or structure,Create,,
CCSS.W.4.1.D,Provide a concluding statement or section related to the opinion presented.,4,BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.,,ELA Expectations,Overarching Expectations and Skills
CCSS.W.4.1.D,Provide a concluding statement or section related to the opinion presented.,4,BEST,BEST.ELA.4.C.1.3,"Write to make a claim supporting a perspective with logical reasons, using evidence from multiple sources, elaboration, and an organizational structure with transitions.",,Communicating Through Writing,Argumentative Writing
CCSS.W.4.1.D,Provide a concluding statement or section related to the opinion presented.,4,TEKS,TEKS.ELAR.4.11(B)(i),"(B) develop drafts into a focused, structured, and coherent piece of writing by:
(i) organizing with purposeful structure, including an introduction, transitions, and a conclusion; and",,,
CCSS.W.4.1.D,Provide a concluding statement or section related to the opinion presented.,4,TEKS,TEKS.ELAR.4.12(C),"(C) compose argumentative texts, including opinion essays, using genre characteristics and craft; and",,,
CCSS.W.4.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",4,BLOOM,BLOOM.6.3,Inventing a product,Producing,,
CCSS.W.4.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",4,BEST,BEST.ELA.4.C.1.2,Write personal or fictional narratives using a logical sequence of events and demonstrating an effective use of techniques such as descriptions and transitional words and phrases.,,Communicating Through Writing,Narrative Writing
CCSS.W.4.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",4,BEST,BEST.ELA.4.C.1.4,"Write expository texts about a topic, using multiple sources, elaboration, and an organizational structure with transitions.",,Communicating Through Writing,Expository Writing
CCSS.W.4.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",4,BEST,BEST.ELA.4.C.1.3,"Write to make a claim supporting a perspective with logical reasons, using evidence from multiple sources, elaboration, and an organizational structure with transitions.",,Communicating Through Writing,Argumentative Writing
CCSS.W.4.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",4,BEST,Speaking & Listening,,,,
CCSS.W.4.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",4,BEST,Comprehension and Collaboration:,,,,
